newcomb_species_name,species_inat,taxon_id,observation_id,photo_id,photo_url,license,annotations,observed_on,place_guess,num_photos_in_obs,total_obs_available,key_flower_type,key_plant_type,key_leaf_type
Disporum lanuginosum,Prosartes lanuginosa,68913,113047188,190999487,https://inaturalist-open-data.s3.amazonaws.com/photos/190999487/original.jpg,cc-by-nc,[],2022-04-23,"Union County, GA, USA",3,2639,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Centaurea maculosa,Centaurea stoebe,76214,139760081,239106401,https://inaturalist-open-data.s3.amazonaws.com/photos/239106401/original.jpg,cc-by-nc,[],2022-10-21,"Portland Ave, Minneapolis, MN, US",2,25256,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided
Centaurea maculosa,Centaurea stoebe,76214,173143195,300654310,https://static.inaturalist.org/photos/300654310/original.jpeg,,"[{'uuid': 'fd52d4ce-5f15-42a1-97b5-254ef2288ea6', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 4053058, 'votes': [], 'user': {'id': 4053058, 'login': 'asmimultani', 'spam': False, 'suspended': False, 'created_at': '2021-02-27T19:32:24+00:00', 'login_autocomplete': 'asmimultani', 'login_exact': 'asmimultani', 'name': None, 'name_autocomplete': None, 'orcid': None, 'icon': None, 'observations_count': 77, 'identifications_count': 13, 'journal_posts_count': 0, 'activity_count': 90, 'species_count': 59, 'annotated_observations_count': 4678, 'universal_search_rank': 77, 'roles': [], 'site_id': 5, 'icon_url': None}, 'vote_score': 0}]",2023-06-10,"West Lethbridge, Lethbridge, AB, Canada",1,25256,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided
Centaurea maculosa,Centaurea stoebe,76214,92039912,152329096,https://static.inaturalist.org/photos/152329096/original.jpg,,[],2021-08-14,"Old Toronto, Toronto, ON, Canada",3,25256,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided
Polygonum hydropiper,Persicaria hydropiper,78452,4462156,5380876,https://inaturalist-open-data.s3.amazonaws.com/photos/5380876/original.jpg,cc0,[],2016-08-31,"Illinois, US",3,5765,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonum hydropiper,Persicaria hydropiper,78452,182002287,317243342,https://inaturalist-open-data.s3.amazonaws.com/photos/317243342/original.jpeg,cc-by-sa,[],2023-09-04,"Aylmer, Gatineau, QC, Canada",1,5765,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonum hydropiper,Persicaria hydropiper,78452,30287112,47309291,https://inaturalist-open-data.s3.amazonaws.com/photos/47309291/original.jpg,cc-by-nc,[],2019-08-05,"115 Cityview Dr N, Guelph, ON, CA",2,5765,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonum pensylvanicum,Persicaria pensylvanica,78455,325428356,589206756,https://static.inaturalist.org/photos/589206756/original.jpg,,[],2025-11-05,"Grayville, IL 62844, USA",1,4978,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonum pensylvanicum,Persicaria pensylvanica,78455,242872158,433013722,https://inaturalist-open-data.s3.amazonaws.com/photos/433013722/original.jpeg,cc-by,"[{'user_id': 3135146, 'concatenated_attr_val': '12|13', 'controlled_attribute_id': 12, 'votes': [], 'uuid': '14582f58-fd73-498c-b8f7-3b02c6d4c074', 'vote_score': 0, 'controlled_value_id': 13, 'user': {'id': 3135146, 'login': 'iacomaner', 'spam': False, 'suspended': False, 'created_at': '2020-06-06T22:55:43+00:00', 'login_autocomplete': 'iacomaner', 'login_exact': 'iacomaner', 'name': '', 'name_autocomplete': '', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/3135146/thumb.jpeg?1637480868', 'observations_count': 22185, 'identifications_count': 32679, 'journal_posts_count': 1, 'activity_count': 54865, 'species_count': 2747, 'annotated_observations_count': 12512, 'universal_search_rank': 22185, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/3135146/medium.jpeg?1637480868'}}, {'user_id': 3135146, 'concatenated_attr_val': '36|38', 'controlled_attribute_id': 36, 'votes': [], 'uuid': '86d2b096-e6da-4bae-b6ae-65ddfd5e9605', 'vote_score': 0, 'controlled_value_id': 38, 'user': {'id': 3135146, 'login': 'iacomaner', 'spam': False, 'suspended': False, 'created_at': '2020-06-06T22:55:43+00:00', 'login_autocomplete': 'iacomaner', 'login_exact': 'iacomaner', 'name': '', 'name_autocomplete': '', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/3135146/thumb.jpeg?1637480868', 'observations_count': 22185, 'identifications_count': 32679, 'journal_posts_count': 1, 'activity_count': 54865, 'species_count': 2747, 'annotated_observations_count': 12512, 'universal_search_rank': 22185, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/3135146/medium.jpeg?1637480868'}}]",2024-09-19,"Independence, MO, USA",3,4978,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonum pensylvanicum,Persicaria pensylvanica,78455,238474539,424700358,https://inaturalist-open-data.s3.amazonaws.com/photos/424700358/original.jpeg,cc-by-nc,[],2024-08-28,"Riverfront Crossings Park, Iowa City, IA, US",4,4978,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Rosa eglanteria,Rosa rubiginosa,78886,168112016,291303849,https://static.inaturalist.org/photos/291303849/original.jpeg,,[],2023-06-18,"San Fernando, O'Higgins, Chile",2,4511,5 Regular Parts,Shrubs,Leaves Divided
Rosa eglanteria,Rosa rubiginosa,78886,61854596,99029799,https://inaturalist-open-data.s3.amazonaws.com/photos/99029799/original.jpg,cc-by-nc,[],2020-10-05,"Курский р-н, Курская обл., Россия",4,4511,5 Regular Parts,Shrubs,Leaves Divided
Rosa eglanteria,Rosa rubiginosa,78886,123051387,208418085,https://inaturalist-open-data.s3.amazonaws.com/photos/208418085/original.jpeg,cc-by-sa,[],2022-06-23,"Canterbury 7580, New Zealand",1,4511,5 Regular Parts,Shrubs,Leaves Divided
Rumex orbiculatus,Rumex britannica,78900,310378416,560170508,https://inaturalist-open-data.s3.amazonaws.com/photos/560170508/original.jpg,cc-by-nc,[],2025-08-30,"Knickerbocker St, Madison, WI, US",4,484,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Rumex orbiculatus,Rumex britannica,78900,58154518,92821459,https://inaturalist-open-data.s3.amazonaws.com/photos/92821459/original.jpeg,cc-by-nc,[],2020-08-31,"Bayview Village, Toronto, ON, Canada",5,484,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Rumex orbiculatus,Rumex britannica,78900,178438383,310499933,https://inaturalist-open-data.s3.amazonaws.com/photos/310499933/original.jpg,cc-by-nc,[],2023-08-14,"Prince Albert National Park, Prince Albert National Park, SK, CA",2,484,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Hibiscus palustris,Hibiscus moscheutos,82317,89689232,148132069,https://inaturalist-open-data.s3.amazonaws.com/photos/148132069/original.jpg,cc-by-nc,[],2021-08-02,"Jefferson, Kentucky, United States",9,19293,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Hibiscus palustris,Hibiscus moscheutos,82317,30082593,46979272,https://static.inaturalist.org/photos/46979272/original.jpg,,"[{'uuid': '81dacfb8-21c9-4e2f-8f1b-ca519a7886ab', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 3735964, 'votes': [], 'user': {'id': 3735964, 'login': 'eleanor_macdonald', 'spam': False, 'suspended': False, 'created_at': '2020-10-11T21:38:21+00:00', 'login_autocomplete': 'eleanor_macdonald', 'login_exact': 'eleanor_macdonald', 'name': 'Eleanor MacDonald', 'name_autocomplete': 'Eleanor MacDonald', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/3735964/thumb.jpg?1603407948', 'observations_count': 1457, 'identifications_count': 158, 'journal_posts_count': 0, 'activity_count': 1615, 'species_count': 478, 'annotated_observations_count': 5334, 'universal_search_rank': 1457, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/3735964/medium.jpg?1603407948'}, 'vote_score': 0}]",2019-08-02,"9 Club Cir, Medway, OH, US",1,19293,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Hibiscus palustris,Hibiscus moscheutos,82317,47676321,75623983,https://inaturalist-open-data.s3.amazonaws.com/photos/75623983/original.jpg,cc-by-nc,[],2020-05-24,"Ft Pickens, Gulf Breeze, FL, US",2,19293,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Polygonatum biflorum,Polygonatum biflorum,85327,36899280,58403499,https://inaturalist-open-data.s3.amazonaws.com/photos/58403499/original.jpg,cc-by,"[{'uuid': '96688d02-4ac5-4baa-84af-7857334b7881', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 624851, 'votes': [], 'user': {'id': 624851, 'login': 'thammer', 'spam': False, 'suspended': False, 'created_at': '2017-09-11T22:49:45+00:00', 'login_autocomplete': 'thammer', 'login_exact': 'thammer', 'name': 'Tim Hammer', 'name_autocomplete': 'Tim Hammer', 'orcid': 'https://orcid.org/0000-0003-3816-7933', 'icon': 'https://static.inaturalist.org/attachments/users/icons/624851/thumb.jpg?1664185395', 'observations_count': 7335, 'identifications_count': 33849, 'journal_posts_count': 0, 'activity_count': 41184, 'species_count': 2222, 'annotated_observations_count': 13137, 'universal_search_rank': 7335, 'roles': ['curator'], 'site_id': 9, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/624851/medium.jpg?1664185395'}, 'vote_score': 0}]",2013-05-17,"Suffolk, VA, USA",1,13663,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonatum biflorum,Polygonatum biflorum,85327,51163540,81272997,https://inaturalist-open-data.s3.amazonaws.com/photos/81272997/original.jpg,cc-by-nc,"[{'uuid': '254b5d9e-1812-4b5d-950c-6e523b31dcc9', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 461506, 'votes': [{'id': 2657115, 'vote_flag': False, 'vote_scope': None, 'user_id': 3908595, 'created_at': '2021-06-28T18:24:37.393Z', 'user': {'id': 3908595, 'login': 'rynxs', 'spam': False, 'suspended': False, 'created_at': '2020-12-21T04:30:31+00:00', 'login_autocomplete': 'rynxs', 'login_exact': 'rynxs', 'name': 'Ryan Sorrells', 'name_autocomplete': 'Ryan Sorrells', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/3908595/thumb.jpg?1690541051', 'observations_count': 26469, 'identifications_count': 380006, 'journal_posts_count': 4, 'activity_count': 406479, 'species_count': 5345, 'annotated_observations_count': 114, 'universal_search_rank': 26469, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/3908595/medium.jpg?1690541051'}}], 'user': {'id': 461506, 'login': 'megnd', 'spam': False, 'suspended': False, 'created_at': '2017-04-22T23:19:25+00:00', 'login_autocomplete': 'megnd', 'login_exact': 'megnd', 'name': '', 'name_autocomplete': '', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/461506/thumb.jpeg?1588511592', 'observations_count': 17359, 'identifications_count': 5000, 'journal_posts_count': 1, 'activity_count': 22360, 'species_count': 2536, 'annotated_observations_count': 9559, 'universal_search_rank': 17359, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/461506/medium.jpeg?1588511592'}, 'vote_score': -1}, {'uuid': '3668e028-8ccc-401a-852a-c91be604c773', 'controlled_attribute_id': 12, 'controlled_value_id': 14, 'concatenated_attr_val': '12|14', 'user_id': 3908595, 'votes': [], 'user': {'id': 3908595, 'login': 'rynxs', 'spam': False, 'suspended': False, 'created_at': '2020-12-21T04:30:31+00:00', 'login_autocomplete': 'rynxs', 'login_exact': 'rynxs', 'name': 'Ryan Sorrells', 'name_autocomplete': 'Ryan Sorrells', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/3908595/thumb.jpg?1690541051', 'observations_count': 26469, 'identifications_count': 380006, 'journal_posts_count': 4, 'activity_count': 406479, 'species_count': 5345, 'annotated_observations_count': 114, 'universal_search_rank': 26469, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/3908595/medium.jpg?1690541051'}, 'vote_score': 0}]",2020-06-27,"58521, Baldwin, ND, US",2,13663,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonatum biflorum,Polygonatum biflorum,85327,14859795,22183612,https://inaturalist-open-data.s3.amazonaws.com/photos/22183612/original.jpeg,cc0,[],2018-07-28,"Blue Ridge Pkwy, Lyndhurst, VA 22952, USA",4,13663,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Andromeda glaucophylla,Andromeda polifolia,119892,154030116,266102709,https://inaturalist-open-data.s3.amazonaws.com/photos/266102709/original.jpeg,cc-by-nc-sa,[],2023-04-07,"Tauragės r. sav., Lietuva",1,14545,5 Regular Parts,Shrubs,Leaves Entire
Andromeda glaucophylla,Andromeda polifolia,119892,139324304,238275989,https://inaturalist-open-data.s3.amazonaws.com/photos/238275989/original.jpeg,cc-by-nc,"[{'uuid': 'fee3729b-ddf7-4222-a118-a86cff0fab66', 'controlled_attribute_id': 12, 'controlled_value_id': 15, 'concatenated_attr_val': '12|15', 'user_id': 5737793, 'votes': [], 'user': {'id': 5737793, 'login': 'rosaliaalpina', 'spam': False, 'suspended': False, 'created_at': '2022-05-28T08:56:02+00:00', 'login_autocomplete': 'rosaliaalpina', 'login_exact': 'rosaliaalpina', 'name': '', 'name_autocomplete': '', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/5737793/thumb.jpeg?1653728492', 'observations_count': 439, 'identifications_count': 112, 'journal_posts_count': 0, 'activity_count': 551, 'species_count': 323, 'annotated_observations_count': 62, 'universal_search_rank': 439, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/5737793/medium.jpeg?1653728492'}, 'vote_score': 0}]",2022-10-19,"79856 Hinterzarten, Deutschland",2,14545,5 Regular Parts,Shrubs,Leaves Entire
Andromeda glaucophylla,Andromeda polifolia,119892,174668269,303473733,https://inaturalist-open-data.s3.amazonaws.com/photos/303473733/original.jpg,cc-by-nc,[],2023-07-21,"Monongahela National Forest, Parsons, WV, US",1,14545,5 Regular Parts,Shrubs,Leaves Entire
Atriplex arenaria,Atriplex cristata,131549,307295821,554258335,https://inaturalist-open-data.s3.amazonaws.com/photos/554258335/original.jpg,cc-by-nc,[],2025-08-18,"East Hampton, NY, US",1,38,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Atriplex arenaria,Atriplex cristata,131549,175608726,305200554,https://inaturalist-open-data.s3.amazonaws.com/photos/305200554/original.jpeg,cc-by-nc,[],2023-07-28,"Madaket, Nantucket, MA 02554, USA",1,38,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Atriplex arenaria,Atriplex cristata,131549,314405561,567867132,https://static.inaturalist.org/photos/567867132/original.jpg,,[],2025-09-16,"Chatham, MA 02633, USA",4,38,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Limonium carolinianum,Limonium carolinianum,133293,55121380,87747312,https://inaturalist-open-data.s3.amazonaws.com/photos/87747312/original.jpeg,cc-by-nc,[],2020-08-01,"Suffolk, New York, United States",6,5321,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire
Limonium carolinianum,Limonium carolinianum,133293,3900142,4582717,https://inaturalist-open-data.s3.amazonaws.com/photos/4582717/original.jpg,cc-by-nc,[],2016-08-16,"128 Bay Rd, Newmarket, NH, US",3,5321,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire
Limonium carolinianum,Limonium carolinianum,133293,180909839,315230810,https://inaturalist-open-data.s3.amazonaws.com/photos/315230810/original.jpeg,cc-by-nc,[],2023-08-30,Island Beach State Park ,1,5321,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire
Rudbeckia fulgida,Rudbeckia fulgida,142654,177208695,308171923,https://inaturalist-open-data.s3.amazonaws.com/photos/308171923/original.jpeg,cc-by-nc,[],2023-08-06,"Prince Edward, ON, Canada",4,2448,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Rudbeckia fulgida,Rudbeckia fulgida,142654,240602873,428679343,https://inaturalist-open-data.s3.amazonaws.com/photos/428679343/original.jpg,cc-by-nc,[],2024-09-07,"Bruce, CA-ON, CA",3,2448,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Rudbeckia fulgida,Rudbeckia fulgida,142654,55587991,88520825,https://inaturalist-open-data.s3.amazonaws.com/photos/88520825/original.jpeg,cc-by-nc,[],2020-08-05,"Prince Edward, Ontario, Canada",3,2448,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Cacalia suaveolens,Hasteola suaveolens,157470,27981612,43588317,https://inaturalist-open-data.s3.amazonaws.com/photos/43588317/original.jpg,cc-by-nc,[],2019-06-29,"Houston County, US-TN, US",3,774,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Cacalia suaveolens,Hasteola suaveolens,157470,298265806,537234395,https://inaturalist-open-data.s3.amazonaws.com/photos/537234395/original.jpg,cc-by-nc,"[{'uuid': '92f870aa-fb7d-425d-b3f1-c6afe64e63fa', 'controlled_attribute_id': 12, 'controlled_value_id': 15, 'concatenated_attr_val': '12|15', 'user_id': 9389555, 'votes': [], 'user': {'id': 9389555, 'login': 'greengrasse', 'spam': False, 'suspended': False, 'created_at': '2025-06-02T18:30:08+00:00', 'login_autocomplete': 'greengrasse', 'login_exact': 'greengrasse', 'name': 'Grace Fosselman', 'name_autocomplete': 'Grace Fosselman', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/9389555/3114db0a1ee03c19e5ce02fb2ba75aa4-thumb.jpg?1753228150', 'observations_count': 4742, 'identifications_count': 12466, 'journal_posts_count': 0, 'activity_count': 17208, 'species_count': 835, 'annotated_observations_count': 941, 'universal_search_rank': 4742, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/9389555/3114db0a1ee03c19e5ce02fb2ba75aa4-medium.jpg?1753228150'}, 'vote_score': 0}, {'uuid': '78081e12-04d2-4659-a174-ec1e074cc823', 'controlled_attribute_id': 36, 'controlled_value_id': 38, 'concatenated_attr_val': '36|38', 'user_id': 9389555, 'votes': [], 'user': {'id': 9389555, 'login': 'greengrasse', 'spam': False, 'suspended': False, 'created_at': '2025-06-02T18:30:08+00:00', 'login_autocomplete': 'greengrasse', 'login_exact': 'greengrasse', 'name': 'Grace Fosselman', 'name_autocomplete': 'Grace Fosselman', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/9389555/3114db0a1ee03c19e5ce02fb2ba75aa4-thumb.jpg?1753228150', 'observations_count': 4742, 'identifications_count': 12466, 'journal_posts_count': 0, 'activity_count': 17208, 'species_count': 835, 'annotated_observations_count': 941, 'universal_search_rank': 4742, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/9389555/3114db0a1ee03c19e5ce02fb2ba75aa4-medium.jpg?1753228150'}, 'vote_score': 0}]",2025-07-14,"Ravenswood, Chicago, IL, USA",3,774,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Cacalia suaveolens,Hasteola suaveolens,157470,178750379,311094639,https://inaturalist-open-data.s3.amazonaws.com/photos/311094639/original.jpeg,cc-by,[],2023-08-16,"Davis, WV 26260, USA",8,774,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Gerardia paupercula,Agalinis purpurea,158068,16706522,25203887,https://static.inaturalist.org/photos/25203887/original.jpg,,[],2018-09-08,"Miami-Dade County, FL, USA",3,4252,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
