newcomb_species_name,species_inat,taxon_id,observation_id,photo_id,photo_url,license,annotations,observed_on,place_guess,num_photos_in_obs,total_obs_available,key_flower_type,key_plant_type,key_leaf_type
Acnida cannabina,Amaranthus cannabinus,145530,59712090,95426551,https://inaturalist-open-data.s3.amazonaws.com/photos/95426551/original.jpg,cc-by-nc,[],2020-09-15,"Peekskill, NY, US",3,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,309948279,559331028,https://inaturalist-open-data.s3.amazonaws.com/photos/559331028/original.jpg,cc-by-nc,[],2025-08-26,"Orange, CT 06477, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,308868787,557289722,https://inaturalist-open-data.s3.amazonaws.com/photos/557289722/original.jpg,cc-by-nc,[],2025-08-23,"Lothian, MD, US",4,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,303879882,547755437,https://inaturalist-open-data.s3.amazonaws.com/photos/547755437/original.jpg,cc-by-nc,[],2025-08-03,"Driftwood Dr, Aurora, NC, US",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,124824332,211607124,https://inaturalist-open-data.s3.amazonaws.com/photos/211607124/original.jpeg,cc-by-nc,[],2022-07-04,"Dorchester County, MD, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,184783836,322597833,https://inaturalist-open-data.s3.amazonaws.com/photos/322597833/original.jpg,cc-by-nc,[],2023-09-24,"Worcester County, MD, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,126735623,215068032,https://inaturalist-open-data.s3.amazonaws.com/photos/215068032/original.jpg,cc-by-nc,[],2022-07-17,"Grasonville, MD, US",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,180559416,314540558,https://inaturalist-open-data.s3.amazonaws.com/photos/314540558/original.jpg,cc-by-nc,[],2023-08-27,"Talbot County, MD, USA",2,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,90270989,149171804,https://inaturalist-open-data.s3.amazonaws.com/photos/149171804/original.jpeg,cc-by-nc-sa,[],2021-08-06,"Dorchester County, MD, USA",3,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,134108366,228537034,https://inaturalist-open-data.s3.amazonaws.com/photos/228537034/original.jpg,cc-by-nc,[],2022-09-07,"Langston Golf Course, Washington, DC, US",2,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,202609102,357853756,https://inaturalist-open-data.s3.amazonaws.com/photos/357853756/original.jpg,cc-by-nc,[],2023-09-03,"Quaker Hill, Waterford, CT, USA",6,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,251394091,449808964,https://inaturalist-open-data.s3.amazonaws.com/photos/449808964/original.jpg,cc-by-nc,[],2024-09-20,"Northeast Washington, Washington, DC, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,251798406,450615492,https://static.inaturalist.org/photos/450615492/original.jpeg,,[],2024-11-15,"Mill Creek Park, Secaucus, NJ, US",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,67761001,109564195,https://inaturalist-open-data.s3.amazonaws.com/photos/109564195/original.jpg,cc-by-nc,[],2015-09-17,"Caroline County, MD, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,13603767,20015345,https://inaturalist-open-data.s3.amazonaws.com/photos/20015345/original.jpg,cc-by-nc,[],2017-09-01,"North Point State Park, North Point Road, Edgemere, MD, USA ",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,15459941,23195235,https://static.inaturalist.org/photos/23195235/original.jpg,,[],2018-08-15,"5625 Tacony St, Philadelphia, PA, US",3,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,82143286,134796443,https://inaturalist-open-data.s3.amazonaws.com/photos/134796443/original.jpg,cc-by-nc,[],2017-08-24,"Baltimore, MD, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,33547021,52695623,https://static.inaturalist.org/photos/52695623/original.jpeg,,[],2019-09-28,"Washington, DC 20002, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,91999749,152257941,https://inaturalist-open-data.s3.amazonaws.com/photos/152257941/original.jpeg,cc-by-nc,[],2021-08-21,"Upper Township, NJ, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,58249197,92980063,https://inaturalist-open-data.s3.amazonaws.com/photos/92980063/original.jpeg,cc-by-nc,[],2020-09-01,"4, Preston, MD, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,182881914,318953513,https://static.inaturalist.org/photos/318953513/original.jpg,,[],2023-08-27,"Stockport Middle Ground, Hudson, NY, US",3,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,165944359,287310821,https://inaturalist-open-data.s3.amazonaws.com/photos/287310821/original.jpg,cc-by-nc,[],2022-06-19,"Indian Town Rd, Vienna, MD, US",2,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,178281591,310199407,https://static.inaturalist.org/photos/310199407/original.jpeg,,[],2023-08-13,"Belhaven, NC 27810, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,239031540,425644135,https://inaturalist-open-data.s3.amazonaws.com/photos/425644135/original.jpeg,cc-by-nc,[],2024-08-31,"Cold Spring, NY 10516, USA",3,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,239496614,426543475,https://inaturalist-open-data.s3.amazonaws.com/photos/426543475/original.jpeg,cc-by,"[{'uuid': 'b7f7b0ec-59ee-4bb3-bd76-b85dd0ae2cce', 'controlled_attribute_id': 36, 'controlled_value_id': 38, 'concatenated_attr_val': '36|38', 'user_id': 7545635, 'votes': [], 'user': {'id': 7545635, 'login': 'jonsense', 'spam': False, 'suspended': False, 'created_at': '2023-10-22T15:12:30+00:00', 'login_autocomplete': 'jonsense', 'login_exact': 'jonsense', 'name': 'jonsense', 'name_autocomplete': 'jonsense', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/7545635/thumb.jpeg?1698680316', 'observations_count': 5928, 'identifications_count': 20437, 'journal_posts_count': 0, 'activity_count': 26365, 'species_count': 3683, 'annotated_observations_count': 9531, 'universal_search_rank': 5928, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/7545635/medium.jpeg?1698680316'}, 'vote_score': 0}]",2024-09-02,"Northeast Washington, Washington, DC, USA",6,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,278856187,500720890,https://inaturalist-open-data.s3.amazonaws.com/photos/500720890/original.jpeg,cc0,[],2025-05-05,"Windsor Forest, Savannah, GA, USA",4,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,288506456,518843155,https://inaturalist-open-data.s3.amazonaws.com/photos/518843155/original.jpg,cc0,[],2025-06-10,"Windsor Forest, Savannah, GA, USA",8,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,89572270,147930920,https://inaturalist-open-data.s3.amazonaws.com/photos/147930920/original.jpeg,cc-by-nc,[],2021-07-31,"St Leonard, MD 20685, USA",2,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,180605900,314629931,https://inaturalist-open-data.s3.amazonaws.com/photos/314629931/original.jpeg,cc-by-nc,[],2023-08-24,"Lyme, CT, USA",4,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,181270081,315896622,https://inaturalist-open-data.s3.amazonaws.com/photos/315896622/original.jpg,cc-by-nc,[],2023-09-01,"Chestertown, MD 21620, USA",4,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,181917886,317085768,https://inaturalist-open-data.s3.amazonaws.com/photos/317085768/original.jpeg,cc-by-nc,"[{'uuid': '5cc85eb9-4494-4dcf-8e91-3c3efdb331f8', 'controlled_attribute_id': 36, 'controlled_value_id': 38, 'concatenated_attr_val': '36|38', 'user_id': 6326166, 'votes': [], 'user': {'id': 6326166, 'login': 'hcoste', 'spam': False, 'suspended': False, 'created_at': '2022-11-16T18:38:30+00:00', 'login_autocomplete': 'hcoste', 'login_exact': 'hcoste', 'name': None, 'name_autocomplete': None, 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/6326166/thumb.jpg?1696809066', 'observations_count': 3248, 'identifications_count': 277367, 'journal_posts_count': 1, 'activity_count': 280616, 'species_count': 1392, 'annotated_observations_count': 155152, 'universal_search_rank': 3248, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/6326166/medium.jpg?1696809066'}, 'vote_score': 0}]",2023-09-05,Aquasco,1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,173517626,301342014,https://inaturalist-open-data.s3.amazonaws.com/photos/301342014/original.jpg,cc-by-nc,[],2023-07-17,"Kent County, MD, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,174269140,302735624,https://inaturalist-open-data.s3.amazonaws.com/photos/302735624/original.jpeg,cc-by-nc,[],2023-07-22,Secaucus,1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,316147871,571169738,https://static.inaturalist.org/photos/571169738/original.jpg,,[],2025-09-23,"White Oak Trail, Shirley, NY, US",2,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,1917575,2343224,https://inaturalist-open-data.s3.amazonaws.com/photos/2343224/original.jpg,cc-by-nc,[],2014-10-13,"Essex, Massachusetts, United States",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,231203629,413927832,https://inaturalist-open-data.s3.amazonaws.com/photos/413927832/original.jpeg,cc-by-nc,[],2024-07-23,"Newbury, MA, US",2,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,179169717,311890405,https://inaturalist-open-data.s3.amazonaws.com/photos/311890405/original.jpeg,cc-by,[],2023-08-19,"Staten Island, NY 10314, USA",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,69018716,111899583,https://inaturalist-open-data.s3.amazonaws.com/photos/111899583/original.jpeg,cc-by-nc,"[{'uuid': '4338a193-da57-48bb-a189-e533211834f2', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 70841, 'votes': [], 'user': {'id': 70841, 'login': 'conuropsis', 'spam': False, 'suspended': False, 'created_at': '2015-01-16T01:57:14+00:00', 'login_autocomplete': 'conuropsis', 'login_exact': 'conuropsis', 'name': 'Andrew Block', 'name_autocomplete': 'Andrew Block', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/70841/thumb.jpg?1475549009', 'observations_count': 8123, 'identifications_count': 379, 'journal_posts_count': 0, 'activity_count': 8502, 'species_count': 2972, 'annotated_observations_count': 5586, 'universal_search_rank': 8123, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/70841/medium.jpg?1475549009'}, 'vote_score': 0}]",2020-09-22,"DeKorte Park, Lyndhurst, Bergen Co., NJ",2,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,278856366,500721239,https://inaturalist-open-data.s3.amazonaws.com/photos/500721239/original.jpeg,cc0,[],2025-05-05,"Windsor Forest, Savannah, GA, USA",6,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acnida cannabina,Amaranthus cannabinus,145530,295223941,531453182,https://inaturalist-open-data.s3.amazonaws.com/photos/531453182/original.jpg,cc-by-nc,[],2025-07-04,"Acton Rd, Annapolis, MD, US",1,355,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire
Acorus calamus,Acorus americanus,157984,303084830,546261541,https://static.inaturalist.org/photos/546261541/original.jpg,,[],2025-07-22,United States,11,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
Acorus calamus,Acorus americanus,157984,145942178,250796576,https://inaturalist-open-data.s3.amazonaws.com/photos/250796576/original.jpeg,cc-by-nc,[],2017-09-12,"Pitt Meadows, BC, Canada",2,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
Acorus calamus,Acorus americanus,157984,33327019,52334427,https://inaturalist-open-data.s3.amazonaws.com/photos/52334427/original.jpg,cc0,[],2019-08-20,"Timiskaming District, ON, Canada",5,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
Acorus calamus,Acorus americanus,157984,25768160,39945653,https://inaturalist-open-data.s3.amazonaws.com/photos/39945653/original.jpg,cc-by-nc-nd,"[{'uuid': '9326fa20-a768-4c60-9e34-90f4a61eea8b', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 296618, 'votes': [], 'user': {'id': 296618, 'login': 'marykrieger', 'spam': False, 'suspended': False, 'created_at': '2016-08-08T13:29:38+00:00', 'login_autocomplete': 'marykrieger', 'login_exact': 'marykrieger', 'name': 'Mary Krieger', 'name_autocomplete': 'Mary Krieger', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/296618/thumb.jpeg?1475535886', 'observations_count': 44530, 'identifications_count': 40561, 'journal_posts_count': 46, 'activity_count': 85137, 'species_count': 2430, 'annotated_observations_count': 26853, 'universal_search_rank': 44530, 'roles': [], 'site_id': 5, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/296618/medium.jpeg?1475535886'}, 'vote_score': 0}, {'uuid': '48a7d81f-d84d-43a1-a303-78cc8d1eec55', 'controlled_attribute_id': 36, 'controlled_value_id': 38, 'concatenated_attr_val': '36|38', 'user_id': 296618, 'votes': [], 'user': {'id': 296618, 'login': 'marykrieger', 'spam': False, 'suspended': False, 'created_at': '2016-08-08T13:29:38+00:00', 'login_autocomplete': 'marykrieger', 'login_exact': 'marykrieger', 'name': 'Mary Krieger', 'name_autocomplete': 'Mary Krieger', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/296618/thumb.jpeg?1475535886', 'observations_count': 44530, 'identifications_count': 40561, 'journal_posts_count': 46, 'activity_count': 85137, 'species_count': 2430, 'annotated_observations_count': 26853, 'universal_search_rank': 44530, 'roles': [], 'site_id': 5, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/296618/medium.jpeg?1475535886'}, 'vote_score': 0}]",2019-05-25,"Manitoba, CA",2,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
Acorus calamus,Acorus americanus,157984,54071762,86018449,https://inaturalist-open-data.s3.amazonaws.com/photos/86018449/original.jpg,cc-by-nc,[],2020-07-23,"County Road 32, Puslinch, ON, CA",2,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
Acorus calamus,Acorus americanus,157984,109693081,186006459,https://inaturalist-open-data.s3.amazonaws.com/photos/186006459/original.jpeg,cc-by-nc,[],2021-08-24,"Sturgeon County, AB, Canada",2,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
Acorus calamus,Acorus americanus,157984,13848620,20438925,https://inaturalist-open-data.s3.amazonaws.com/photos/20438925/original.jpeg,cc-by-nc,[],2018-06-27,"Ohio, US",1,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
Acorus calamus,Acorus americanus,157984,138375238,236499237,https://inaturalist-open-data.s3.amazonaws.com/photos/236499237/original.jpg,cc-by-nc,[],2022-10-09,"Tippy Dam, Brethren, MI, US",1,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
Acorus calamus,Acorus americanus,157984,32309046,50661041,https://inaturalist-open-data.s3.amazonaws.com/photos/50661041/original.jpeg,cc-by-nc-sa,[],2019-09-07,"Foster & Pulaski, Chicago, IL 60630, USA",4,621,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves
